Año,Mes,Estado,Municipio,Dentro de Norma,Total de Determinaciones,% de Determinaciones dentro de norma 
2016,Enero,AGUASCALIENTES,AGUASCALIENTES,296,298,99.33
2016,Enero,AGUASCALIENTES,ASIENTOS,53,53,100
2016,Enero,AGUASCALIENTES,CALVILLO,120,121,99.17
2016,Enero,AGUASCALIENTES,COSIO,16,16,100
2016,Enero,AGUASCALIENTES,EL LLANO,35,39,89.74
2016,Enero,AGUASCALIENTES,JESUS MARIA,51,51,100
2016,Enero,AGUASCALIENTES,PABELLON DE ARTEAGA,16,16,100
2016,Enero,AGUASCALIENTES,RINCON DE ROMOS,27,27,100
2016,Enero,AGUASCALIENTES,SAN FRANCISCO DE LOS,44,44,100
2016,Enero,AGUASCALIENTES,SAN JOSE DE GRACIA,62,62,100
2016,Enero,AGUASCALIENTES,TEPEZALA,19,19,100
2016,Febrero,AGUASCALIENTES,AGUASCALIENTES,452,462,97.84
2016,Febrero,AGUASCALIENTES,ASIENTOS,65,65,100
2016,Febrero,AGUASCALIENTES,CALVILLO,159,160,99.38
2016,Febrero,AGUASCALIENTES,COSIO,17,17,100
2016,Febrero,AGUASCALIENTES,EL LLANO,46,52,88.46
2016,Febrero,AGUASCALIENTES,JESUS MARIA,74,74,100
2016,Febrero,AGUASCALIENTES,PABELLON DE ARTEAGA,17,17,100
2016,Febrero,AGUASCALIENTES,RINCON DE ROMOS,34,34,100
2016,Febrero,AGUASCALIENTES,SAN FRANCISCO DE LOS,75,75,100
2016,Febrero,AGUASCALIENTES,SAN JOSE DE GRACIA,67,67,100
2016,Febrero,AGUASCALIENTES,TEPEZALA,21,21,100
2016,Marzo,AGUASCALIENTES,AGUASCALIENTES,549,561,97.86
2016,Marzo,AGUASCALIENTES,ASIENTOS,71,72,98.61
2016,Marzo,AGUASCALIENTES,CALVILLO,164,166,98.8
2016,Marzo,AGUASCALIENTES,COSIO,23,23,100
2016,Marzo,AGUASCALIENTES,EL LLANO,45,53,84.91
2016,Marzo,AGUASCALIENTES,JESUS MARIA,76,76,100
2016,Marzo,AGUASCALIENTES,PABELLON DE ARTEAGA,20,20,100
2016,Marzo,AGUASCALIENTES,RINCON DE ROMOS,36,36,100
2016,Marzo,AGUASCALIENTES,SAN FRANCISCO DE LOS,72,72,100
2016,Marzo,AGUASCALIENTES,SAN JOSE DE GRACIA,80,80,100
2016,Marzo,AGUASCALIENTES,TEPEZALA,28,28,100
2016,Abril,AGUASCALIENTES,AGUASCALIENTES,379,383,98.96
2016,Abril,AGUASCALIENTES,ASIENTOS,97,97,100
2016,Abril,AGUASCALIENTES,CALVILLO,169,170,99.41
2016,Abril,AGUASCALIENTES,COSIO,25,25,100
2016,Abril,AGUASCALIENTES,EL LLANO,23,24,95.83
2016,Abril,AGUASCALIENTES,JESUS MARIA,70,71,98.59
2016,Abril,AGUASCALIENTES,PABELLON DE ARTEAGA,23,23,100
2016,Abril,AGUASCALIENTES,RINCON DE ROMOS,40,40,100
2016,Abril,AGUASCALIENTES,SAN FRANCISCO DE LOS,79,81,97.53
2016,Abril,AGUASCALIENTES,SAN JOSE DE GRACIA,77,77,100
2016,Abril,AGUASCALIENTES,TEPEZALA,26,26,100
2016,Mayo,AGUASCALIENTES,AGUASCALIENTES,422,427,98.83
2016,Mayo,AGUASCALIENTES,ASIENTOS,64,65,98.46
2016,Mayo,AGUASCALIENTES,CALVILLO,130,131,99.24
2016,Mayo,AGUASCALIENTES,COSIO,18,18,100
2016,Mayo,AGUASCALIENTES,EL LLANO,40,42,95.24
2016,Mayo,AGUASCALIENTES,JESUS MARIA,70,70,100
2016,Mayo,AGUASCALIENTES,PABELLON DE ARTEAGA,17,17,100
2016,Mayo,AGUASCALIENTES,RINCON DE ROMOS,29,29,100
2016,Mayo,AGUASCALIENTES,SAN FRANCISCO DE LOS,58,58,100
2016,Mayo,AGUASCALIENTES,SAN JOSE DE GRACIA,61,61,100
2016,Mayo,AGUASCALIENTES,TEPEZALA,20,20,100
2016,Junio,AGUASCALIENTES,AGUASCALIENTES,563,568,99.12
2016,Junio,AGUASCALIENTES,ASIENTOS,65,65,100
2016,Junio,AGUASCALIENTES,CALVILLO,199,200,99.5
2016,Junio,AGUASCALIENTES,COSIO,19,19,100
2016,Junio,AGUASCALIENTES,EL LLANO,46,56,82.14
2016,Junio,AGUASCALIENTES,JESUS MARIA,77,81,95.06
2016,Junio,AGUASCALIENTES,PABELLON DE ARTEAGA,20,20,100
2016,Junio,AGUASCALIENTES,RINCON DE ROMOS,36,36,100
2016,Junio,AGUASCALIENTES,SAN FRANCISCO DE LOS,79,79,100
2016,Junio,AGUASCALIENTES,SAN JOSE DE GRACIA,69,69,100
2016,Junio,AGUASCALIENTES,TEPEZALA,25,25,100
2016,Julio,AGUASCALIENTES,AGUASCALIENTES,364,376,96.81
2016,Julio,AGUASCALIENTES,ASIENTOS,65,65,100
2016,Julio,AGUASCALIENTES,CALVILLO,140,142,98.59
2016,Julio,AGUASCALIENTES,COSIO,15,15,100
2016,Julio,AGUASCALIENTES,EL LLANO,31,37,83.78
2016,Julio,AGUASCALIENTES,JESUS MARIA,51,53,96.23
2016,Julio,AGUASCALIENTES,PABELLON DE ARTEAGA,13,13,100
2016,Julio,AGUASCALIENTES,RINCON DE ROMOS,39,39,100
2016,Julio,AGUASCALIENTES,SAN FRANCISCO DE LOS,58,61,95.08
2016,Julio,AGUASCALIENTES,SAN JOSE DE GRACIA,62,62,100
2016,Julio,AGUASCALIENTES,TEPEZALA,21,21,100
2016,Agosto,AGUASCALIENTES,AGUASCALIENTES,603,632,95.41
2016,Agosto,AGUASCALIENTES,ASIENTOS,70,70,100
2016,Agosto,AGUASCALIENTES,CALVILLO,170,170,100
2016,Agosto,AGUASCALIENTES,COSIO,19,19,100
2016,Agosto,AGUASCALIENTES,EL LLANO,42,51,82.35
2016,Agosto,AGUASCALIENTES,JESUS MARIA,101,103,98.06
2016,Agosto,AGUASCALIENTES,PABELLON DE ARTEAGA,18,19,94.74
2016,Agosto,AGUASCALIENTES,RINCON DE ROMOS,37,37,100
2016,Agosto,AGUASCALIENTES,SAN FRANCISCO DE LOS,94,98,95.92
2016,Agosto,AGUASCALIENTES,SAN JOSE DE GRACIA,77,77,100
2016,Agosto,AGUASCALIENTES,TEPEZALA,24,24,100
2016,Septiembre,AGUASCALIENTES,AGUASCALIENTES,390,417,93.53
2016,Septiembre,AGUASCALIENTES,ASIENTOS,67,67,100
2016,Septiembre,AGUASCALIENTES,CALVILLO,173,176,98.3
2016,Septiembre,AGUASCALIENTES,COSIO,20,21,95.24
2016,Septiembre,AGUASCALIENTES,EL LLANO,32,36,88.89
2016,Septiembre,AGUASCALIENTES,JESUS MARIA,82,83,98.8
2016,Septiembre,AGUASCALIENTES,PABELLON DE ARTEAGA,18,18,100
2016,Septiembre,AGUASCALIENTES,RINCON DE ROMOS,37,37,100
2016,Septiembre,AGUASCALIENTES,SAN FRANCISCO DE LOS,69,74,93.24
2016,Septiembre,AGUASCALIENTES,SAN JOSE DE GRACIA,65,65,100
2016,Septiembre,AGUASCALIENTES,TEPEZALA,20,21,95.24
2016,Octubre,AGUASCALIENTES,AGUASCALIENTES,434,458,94.76
2016,Octubre,AGUASCALIENTES,ASIENTOS,62,62,100
2016,Octubre,AGUASCALIENTES,CALVILLO,132,135,97.78
2016,Octubre,AGUASCALIENTES,COSIO,17,17,100
2016,Octubre,AGUASCALIENTES,EL LLANO,54,58,93.1
2016,Octubre,AGUASCALIENTES,JESUS MARIA,80,81,98.77
2016,Octubre,AGUASCALIENTES,PABELLON DE ARTEAGA,20,20,100
2016,Octubre,AGUASCALIENTES,RINCON DE ROMOS,36,36,100
2016,Octubre,AGUASCALIENTES,SAN FRANCISCO DE LOS,66,68,97.06
2016,Octubre,AGUASCALIENTES,SAN JOSE DE GRACIA,58,58,100
2016,Octubre,AGUASCALIENTES,TEPEZALA,26,26,100
2016,Noviembre,AGUASCALIENTES,AGUASCALIENTES,441,461,95.66
2016,Noviembre,AGUASCALIENTES,ASIENTOS,73,73,100
2016,Noviembre,AGUASCALIENTES,CALVILLO,211,213,99.06
2016,Noviembre,AGUASCALIENTES,COSIO,18,18,100
2016,Noviembre,AGUASCALIENTES,EL LLANO,40,46,86.96
2016,Noviembre,AGUASCALIENTES,JESUS MARIA,96,97,98.97
2016,Noviembre,AGUASCALIENTES,PABELLON DE ARTEAGA,18,18,100
2016,Noviembre,AGUASCALIENTES,RINCON DE ROMOS,45,45,100
2016,Noviembre,AGUASCALIENTES,SAN FRANCISCO DE LOS,56,56,100
2016,Noviembre,AGUASCALIENTES,SAN JOSE DE GRACIA,72,72,100
2016,Noviembre,AGUASCALIENTES,TEPEZALA,32,32,100
2016,Diciembre,AGUASCALIENTES,AGUASCALIENTES,347,367,94.55
2016,Diciembre,AGUASCALIENTES,ASIENTOS,65,65,100
2016,Diciembre,AGUASCALIENTES,CALVILLO,115,116,99.14
2016,Diciembre,AGUASCALIENTES,COSIO,17,17,100
2016,Diciembre,AGUASCALIENTES,EL LLANO,32,39,82.05
2016,Diciembre,AGUASCALIENTES,JESUS MARIA,69,69,100
2016,Diciembre,AGUASCALIENTES,PABELLON DE ARTEAGA,18,18,100
2016,Diciembre,AGUASCALIENTES,RINCON DE ROMOS,34,34,100
2016,Diciembre,AGUASCALIENTES,SAN FRANCISCO DE LOS,52,53,98.11
2016,Diciembre,AGUASCALIENTES,SAN JOSE DE GRACIA,66,66,100
2016,Diciembre,AGUASCALIENTES,TEPEZALA,21,21,100
2016,Enero,BAJA CALIFORNIA,ENSENADA,72,72,100
2016,Enero,BAJA CALIFORNIA,MEXICALI,211,211,100
2016,Enero,BAJA CALIFORNIA,PLAYAS DE ROSARITO,22,22,100
2016,Enero,BAJA CALIFORNIA,TECATE,38,38,100
2016,Enero,BAJA CALIFORNIA,TIJUANA,269,269,100
2016,Febrero,BAJA CALIFORNIA,ENSENADA,208,208,100
2016,Febrero,BAJA CALIFORNIA,MEXICALI,176,176,100
2016,Febrero,BAJA CALIFORNIA,PLAYAS DE ROSARITO,23,23,100
2016,Febrero,BAJA CALIFORNIA,TECATE,34,34,100
2016,Febrero,BAJA CALIFORNIA,TIJUANA,344,344,100
2016,Marzo,BAJA CALIFORNIA,ENSENADA,284,284,100
2016,Marzo,BAJA CALIFORNIA,MEXICALI,216,216,100
2016,Marzo,BAJA CALIFORNIA,PLAYAS DE ROSARITO,33,33,100
2016,Marzo,BAJA CALIFORNIA,TECATE,62,62,100
2016,Marzo,BAJA CALIFORNIA,TIJUANA,509,509,100
2016,Abril,BAJA CALIFORNIA,ENSENADA,167,167,100
2016,Abril,BAJA CALIFORNIA,MEXICALI,188,188,100
2016,Abril,BAJA CALIFORNIA,PLAYAS DE ROSARITO,21,21,100
2016,Abril,BAJA CALIFORNIA,TECATE,33,33,100
2016,Abril,BAJA CALIFORNIA,TIJUANA,279,279,100
2016,Mayo,BAJA CALIFORNIA,ENSENADA,195,195,100
2016,Mayo,BAJA CALIFORNIA,MEXICALI,190,190,100
2016,Mayo,BAJA CALIFORNIA,PLAYAS DE ROSARITO,24,24,100
2016,Mayo,BAJA CALIFORNIA,TECATE,36,36,100
2016,Mayo,BAJA CALIFORNIA,TIJUANA,397,397,100
2016,Junio,BAJA CALIFORNIA,ENSENADA,186,186,100
2016,Junio,BAJA CALIFORNIA,MEXICALI,270,270,100
2016,Junio,BAJA CALIFORNIA,PLAYAS DE ROSARITO,62,62,100
2016,Junio,BAJA CALIFORNIA,TECATE,35,35,100
2016,Junio,BAJA CALIFORNIA,TIJUANA,688,688,100
2016,Julio,BAJA CALIFORNIA,ENSENADA,159,159,100
2016,Julio,BAJA CALIFORNIA,MEXICALI,211,211,100
2016,Julio,BAJA CALIFORNIA,PLAYAS DE ROSARITO,36,36,100
2016,Julio,BAJA CALIFORNIA,TECATE,47,47,100
2016,Julio,BAJA CALIFORNIA,TIJUANA,461,461,100
2016,Agosto,BAJA CALIFORNIA,ENSENADA,235,235,100
2016,Agosto,BAJA CALIFORNIA,MEXICALI,216,216,100
2016,Agosto,BAJA CALIFORNIA,PLAYAS DE ROSARITO,47,47,100
2016,Agosto,BAJA CALIFORNIA,TECATE,53,53,100
2016,Agosto,BAJA CALIFORNIA,TIJUANA,640,640,100
2016,Septiembre,BAJA CALIFORNIA,ENSENADA,217,217,100
2016,Septiembre,BAJA CALIFORNIA,MEXICALI,197,197,100
2016,Septiembre,BAJA CALIFORNIA,PLAYAS DE ROSARITO,57,57,100
2016,Septiembre,BAJA CALIFORNIA,TECATE,37,37,100
2016,Septiembre,BAJA CALIFORNIA,TIJUANA,606,606,100
2016,Octubre,BAJA CALIFORNIA,ENSENADA,196,196,100
2016,Octubre,BAJA CALIFORNIA,MEXICALI,193,193,100
2016,Octubre,BAJA CALIFORNIA,PLAYAS DE ROSARITO,41,41,100
2016,Octubre,BAJA CALIFORNIA,TECATE,32,32,100
2016,Octubre,BAJA CALIFORNIA,TIJUANA,551,551,100
2016,Noviembre,BAJA CALIFORNIA,ENSENADA,215,215,100
2016,Noviembre,BAJA CALIFORNIA,MEXICALI,193,193,100
2016,Noviembre,BAJA CALIFORNIA,PLAYAS DE ROSARITO,39,39,100
2016,Noviembre,BAJA CALIFORNIA,TECATE,38,38,100
2016,Noviembre,BAJA CALIFORNIA,TIJUANA,509,509,100
2016,Diciembre,BAJA CALIFORNIA,ENSENADA,139,139,100
2016,Diciembre,BAJA CALIFORNIA,MEXICALI,170,170,100
2016,Diciembre,BAJA CALIFORNIA,PLAYAS DE ROSARITO,14,14,100
2016,Diciembre,BAJA CALIFORNIA,TIJUANA,255,255,100
2016,Enero,BAJA CALIFORNIA SUR,COMONDU,26,26,100
2016,Enero,BAJA CALIFORNIA SUR,LA PAZ,120,120,100
2016,Enero,BAJA CALIFORNIA SUR,LORETO,16,16,100
2016,Enero,BAJA CALIFORNIA SUR,LOS CABOS,100,100,100
2016,Enero,BAJA CALIFORNIA SUR,MULEGE,17,17,100
2016,Febrero,BAJA CALIFORNIA SUR,COMONDU,87,87,100
2016,Febrero,BAJA CALIFORNIA SUR,LA PAZ,124,124,100
2016,Febrero,BAJA CALIFORNIA SUR,LORETO,12,12,100
2016,Febrero,BAJA CALIFORNIA SUR,LOS CABOS,97,97,100
2016,Febrero,BAJA CALIFORNIA SUR,MULEGE,18,18,100
2016,Marzo,BAJA CALIFORNIA SUR,COMONDU,101,101,100
2016,Marzo,BAJA CALIFORNIA SUR,LA PAZ,188,188,100
2016,Marzo,BAJA CALIFORNIA SUR,LORETO,19,19,100
2016,Marzo,BAJA CALIFORNIA SUR,LOS CABOS,126,126,100
2016,Marzo,BAJA CALIFORNIA SUR,MULEGE,21,21,100
2016,Abril,BAJA CALIFORNIA SUR,COMONDU,84,84,100
2016,Abril,BAJA CALIFORNIA SUR,LA PAZ,142,142,100
2016,Abril,BAJA CALIFORNIA SUR,LORETO,15,15,100
2016,Abril,BAJA CALIFORNIA SUR,LOS CABOS,124,124,100
2016,Abril,BAJA CALIFORNIA SUR,MULEGE,13,13,100
2016,Mayo,BAJA CALIFORNIA SUR,COMONDU,81,81,100
2016,Mayo,BAJA CALIFORNIA SUR,LA PAZ,148,148,100
2016,Mayo,BAJA CALIFORNIA SUR,LORETO,14,14,100
2016,Mayo,BAJA CALIFORNIA SUR,LOS CABOS,108,108,100
2016,Mayo,BAJA CALIFORNIA SUR,MULEGE,17,17,100
2016,Junio,BAJA CALIFORNIA SUR,COMONDU,54,54,100
2016,Junio,BAJA CALIFORNIA SUR,LA PAZ,219,219,100
2016,Junio,BAJA CALIFORNIA SUR,LORETO,20,20,100
2016,Junio,BAJA CALIFORNIA SUR,LOS CABOS,150,150,100
2016,Junio,BAJA CALIFORNIA SUR,MULEGE,42,42,100
2016,Julio,BAJA CALIFORNIA SUR,COMONDU,25,25,100
2016,Julio,BAJA CALIFORNIA SUR,LA PAZ,178,178,100
2016,Julio,BAJA CALIFORNIA SUR,LORETO,16,16,100
2016,Julio,BAJA CALIFORNIA SUR,LOS CABOS,128,128,100
2016,Julio,BAJA CALIFORNIA SUR,MULEGE,26,26,100
2016,Agosto,BAJA CALIFORNIA SUR,COMONDU,121,121,100
2016,Agosto,BAJA CALIFORNIA SUR,LA PAZ,183,183,100
2016,Agosto,BAJA CALIFORNIA SUR,LORETO,15,15,100
2016,Agosto,BAJA CALIFORNIA SUR,LOS CABOS,157,157,100
2016,Agosto,BAJA CALIFORNIA SUR,MULEGE,28,28,100
2016,Septiembre,BAJA CALIFORNIA SUR,COMONDU,95,95,100
2016,Septiembre,BAJA CALIFORNIA SUR,LA PAZ,135,135,100
2016,Septiembre,BAJA CALIFORNIA SUR,LORETO,14,14,100
2016,Septiembre,BAJA CALIFORNIA SUR,LOS CABOS,113,113,100
2016,Septiembre,BAJA CALIFORNIA SUR,MULEGE,15,15,100
2016,Octubre,BAJA CALIFORNIA SUR,COMONDU,90,90,100
2016,Octubre,BAJA CALIFORNIA SUR,LA PAZ,145,145,100
2016,Octubre,BAJA CALIFORNIA SUR,LORETO,15,15,100
2016,Octubre,BAJA CALIFORNIA SUR,LOS CABOS,121,121,100
2016,Octubre,BAJA CALIFORNIA SUR,MULEGE,21,21,100
2016,Noviembre,BAJA CALIFORNIA SUR,COMONDU,120,120,100
2016,Noviembre,BAJA CALIFORNIA SUR,LA PAZ,194,194,100
2016,Noviembre,BAJA CALIFORNIA SUR,LORETO,18,18,100
2016,Noviembre,BAJA CALIFORNIA SUR,LOS CABOS,153,153,100
2016,Noviembre,BAJA CALIFORNIA SUR,MULEGE,40,40,100
2016,Diciembre,BAJA CALIFORNIA SUR,COMONDU,91,91,100
2016,Diciembre,BAJA CALIFORNIA SUR,LA PAZ,154,154,100
2016,Diciembre,BAJA CALIFORNIA SUR,LORETO,14,14,100
2016,Diciembre,BAJA CALIFORNIA SUR,LOS CABOS,122,122,100
2016,Diciembre,BAJA CALIFORNIA SUR,MULEGE,28,28,100
2016,Enero,CAMPECHE,CALAKMUL,20,20,100
2016,Enero,CAMPECHE,CALKINI,22,22,100
2016,Enero,CAMPECHE,CAMPECHE,90,90,100
2016,Enero,CAMPECHE,CANDELARIA,91,91,100
2016,Enero,CAMPECHE,CARMEN,62,62,100
2016,Enero,CAMPECHE,CHAMPOTON,68,68,100
2016,Enero,CAMPECHE,ESCARCEGA,51,53,96.23
2016,Enero,CAMPECHE,HECELCHAKAN,13,13,100
2016,Enero,CAMPECHE,HOPELCHEN,36,36,100
2016,Enero,CAMPECHE,PALIZADA,11,11,100
2016,Enero,CAMPECHE,TENABO,9,9,100
2016,Febrero,CAMPECHE,CALAKMUL,15,15,100
2016,Febrero,CAMPECHE,CALKINI,19,19,100
2016,Febrero,CAMPECHE,CAMPECHE,91,92,98.91
2016,Febrero,CAMPECHE,CANDELARIA,100,101,99.01
2016,Febrero,CAMPECHE,CARMEN,71,73,97.26
2016,Febrero,CAMPECHE,CHAMPOTON,67,67,100
2016,Febrero,CAMPECHE,ESCARCEGA,62,62,100
2016,Febrero,CAMPECHE,HECELCHAKAN,17,17,100
2016,Febrero,CAMPECHE,HOPELCHEN,37,38,97.37
2016,Febrero,CAMPECHE,PALIZADA,13,13,100
2016,Febrero,CAMPECHE,TENABO,12,12,100
2016,Marzo,CAMPECHE,CALAKMUL,20,20,100
2016,Marzo,CAMPECHE,CALKINI,27,27,100
2016,Marzo,CAMPECHE,CAMPECHE,92,93,98.92
2016,Marzo,CAMPECHE,CANDELARIA,106,106,100
2016,Marzo,CAMPECHE,CARMEN,75,76,98.68
2016,Marzo,CAMPECHE,CHAMPOTON,71,72,98.61
2016,Marzo,CAMPECHE,ESCARCEGA,55,56,98.21
2016,Marzo,CAMPECHE,HECELCHAKAN,16,16,100
2016,Marzo,CAMPECHE,HOPELCHEN,45,46,97.83
2016,Marzo,CAMPECHE,PALIZADA,12,12,100
2016,Marzo,CAMPECHE,TENABO,10,10,100
2016,Abril,CAMPECHE,CALAKMUL,20,20,100
2016,Abril,CAMPECHE,CALKINI,20,20,100
2016,Abril,CAMPECHE,CAMPECHE,90,90,100
2016,Abril,CAMPECHE,CANDELARIA,86,87,98.85
2016,Abril,CAMPECHE,CARMEN,71,72,98.61
2016,Abril,CAMPECHE,CHAMPOTON,65,67,97.01
2016,Abril,CAMPECHE,ESCARCEGA,55,56,98.21
2016,Abril,CAMPECHE,HECELCHAKAN,14,14,100
2016,Abril,CAMPECHE,HOPELCHEN,41,41,100
2016,Abril,CAMPECHE,PALIZADA,12,12,100
2016,Abril,CAMPECHE,TENABO,12,12,100
2016,Mayo,CAMPECHE,CALAKMUL,16,16,100
2016,Mayo,CAMPECHE,CALKINI,24,25,96
2016,Mayo,CAMPECHE,CAMPECHE,90,90,100
2016,Mayo,CAMPECHE,CANDELARIA,94,96,97.92
2016,Mayo,CAMPECHE,CARMEN,70,72,97.22
2016,Mayo,CAMPECHE,CHAMPOTON,74,74,100
2016,Mayo,CAMPECHE,ESCARCEGA,52,53,98.11
2016,Mayo,CAMPECHE,HECELCHAKAN,15,16,93.75
2016,Mayo,CAMPECHE,HOPELCHEN,36,36,100
2016,Mayo,CAMPECHE,PALIZADA,8,8,100
2016,Mayo,CAMPECHE,TENABO,12,12,100
2016,Junio,CAMPECHE,CALAKMUL,19,19,100
2016,Junio,CAMPECHE,CALKINI,22,22,100
2016,Junio,CAMPECHE,CAMPECHE,94,95,98.95
2016,Junio,CAMPECHE,CANDELARIA,71,72,98.61
2016,Junio,CAMPECHE,CARMEN,76,77,98.7
2016,Junio,CAMPECHE,CHAMPOTON,66,67,98.51
2016,Junio,CAMPECHE,ESCARCEGA,48,50,96
2016,Junio,CAMPECHE,HECELCHAKAN,17,17,100
2016,Junio,CAMPECHE,HOPELCHEN,41,41,100
2016,Junio,CAMPECHE,PALIZADA,10,10,100
2016,Junio,CAMPECHE,TENABO,10,10,100
2016,Julio,CAMPECHE,CALAKMUL,18,19,94.74
2016,Julio,CAMPECHE,CALKINI,23,23,100
2016,Julio,CAMPECHE,CAMPECHE,93,93,100
2016,Julio,CAMPECHE,CANDELARIA,87,87,100
2016,Julio,CAMPECHE,CARMEN,66,68,97.06
2016,Julio,CAMPECHE,CHAMPOTON,72,73,98.63
2016,Julio,CAMPECHE,ESCARCEGA,45,45,100
2016,Julio,CAMPECHE,HECELCHAKAN,16,16,100
2016,Julio,CAMPECHE,HOPELCHEN,42,43,97.67
2016,Julio,CAMPECHE,PALIZADA,11,11,100
2016,Julio,CAMPECHE,TENABO,9,9,100
2016,Agosto,CAMPECHE,CALAKMUL,18,18,100
2016,Agosto,CAMPECHE,CALKINI,20,20,100
2016,Agosto,CAMPECHE,CAMPECHE,96,97,98.97
2016,Agosto,CAMPECHE,CANDELARIA,84,87,96.55
2016,Agosto,CAMPECHE,CARMEN,76,76,100
2016,Agosto,CAMPECHE,CHAMPOTON,72,74,97.3
2016,Agosto,CAMPECHE,ESCARCEGA,51,51,100
2016,Agosto,CAMPECHE,HECELCHAKAN,17,17,100
2016,Agosto,CAMPECHE,HOPELCHEN,35,35,100
2016,Agosto,CAMPECHE,PALIZADA,10,10,100
2016,Agosto,CAMPECHE,TENABO,12,12,100
2016,Septiembre,CAMPECHE,CALAKMUL,16,16,100
2016,Septiembre,CAMPECHE,CALKINI,25,25,100
2016,Septiembre,CAMPECHE,CAMPECHE,92,93,98.92
2016,Septiembre,CAMPECHE,CANDELARIA,86,87,98.85
2016,Septiembre,CAMPECHE,CARMEN,70,71,98.59
2016,Septiembre,CAMPECHE,CHAMPOTON,71,71,100
2016,Septiembre,CAMPECHE,ESCARCEGA,43,47,91.49
2016,Septiembre,CAMPECHE,HECELCHAKAN,14,14,100
2016,Septiembre,CAMPECHE,HOPELCHEN,40,40,100
2016,Septiembre,CAMPECHE,PALIZADA,10,10,100
2016,Septiembre,CAMPECHE,TENABO,9,9,100
2016,Octubre,CAMPECHE,CALAKMUL,19,19,100
2016,Octubre,CAMPECHE,CALKINI,25,26,96.15
2016,Octubre,CAMPECHE,CAMPECHE,103,103,100
2016,Octubre,CAMPECHE,CANDELARIA,98,100,98
2016,Octubre,CAMPECHE,CARMEN,89,90,98.89
2016,Octubre,CAMPECHE,CHAMPOTON,73,73,100
2016,Octubre,CAMPECHE,ESCARCEGA,54,55,98.18
2016,Octubre,CAMPECHE,HECELCHAKAN,15,15,100
2016,Octubre,CAMPECHE,HOPELCHEN,37,37,100
2016,Octubre,CAMPECHE,PALIZADA,10,10,100
2016,Octubre,CAMPECHE,TENABO,11,11,100
2016,Noviembre,CAMPECHE,CALAKMUL,16,16,100
2016,Noviembre,CAMPECHE,CALKINI,21,21,100
2016,Noviembre,CAMPECHE,CAMPECHE,95,95,100
2016,Noviembre,CAMPECHE,CANDELARIA,96,97,98.97
2016,Noviembre,CAMPECHE,CARMEN,70,71,98.59
2016,Noviembre,CAMPECHE,CHAMPOTON,68,69,98.55
2016,Noviembre,CAMPECHE,ESCARCEGA,56,57,98.25
2016,Noviembre,CAMPECHE,HECELCHAKAN,15,15,100
2016,Noviembre,CAMPECHE,HOPELCHEN,44,46,95.65
2016,Noviembre,CAMPECHE,PALIZADA,12,12,100
2016,Noviembre,CAMPECHE,TENABO,10,10,100
2016,Diciembre,CAMPECHE,CALAKMUL,20,20,100
2016,Diciembre,CAMPECHE,CALKINI,25,25,100
2016,Diciembre,CAMPECHE,CAMPECHE,92,92,100
2016,Diciembre,CAMPECHE,CANDELARIA,87,87,100
2016,Diciembre,CAMPECHE,CARMEN,89,90,98.89
2016,Diciembre,CAMPECHE,CHAMPOTON,62,63,98.41
2016,Diciembre,CAMPECHE,ESCARCEGA,43,45,95.56
2016,Diciembre,CAMPECHE,HECELCHAKAN,13,13,100
2016,Diciembre,CAMPECHE,HOPELCHEN,36,36,100
2016,Diciembre,CAMPECHE,PALIZADA,10,10,100
2016,Diciembre,CAMPECHE,TENABO,10,10,100
2016,Enero,CDMX,ALVARO OBREGON,547,547,100
2016,Enero,CDMX,AZCAPOTZALCO,188,188,100
2016,Enero,CDMX,BENITO JUAREZ,334,336,99.4
2016,Enero,CDMX,COYOACAN,237,237,100
2016,Enero,CDMX,CUAJIMALPA,225,225,100
2016,Enero,CDMX,CUAUHTEMOC,299,299,100
2016,Enero,CDMX,GUSTAVO A. MADERO,180,180,100
2016,Enero,CDMX,IZTACALCO,188,188,100
2016,Enero,CDMX,IZTAPALAPA,794,794,100
2016,Enero,CDMX,MAGDALENA CONTRERAS,101,101,100
2016,Enero,CDMX,MIGUEL HIDALGO,239,239,100
2016,Enero,CDMX,MILPA ALTA,177,177,100
2016,Enero,CDMX,TLAHUAC,187,187,100
2016,Enero,CDMX,TLALPAN,602,602,100
2016,Enero,CDMX,VENUSTIANO CARRANZA,274,274,100
2016,Enero,CDMX,XOCHIMILCO,158,178,88.76
2016,Febrero,CDMX,ALVARO OBREGON,557,566,98.41
2016,Febrero,CDMX,AZCAPOTZALCO,293,323,90.71
2016,Febrero,CDMX,BENITO JUAREZ,472,472,100
2016,Febrero,CDMX,COYOACAN,257,265,96.98
2016,Febrero,CDMX,CUAJIMALPA,223,225,99.11
2016,Febrero,CDMX,CUAUHTEMOC,309,309,100
2016,Febrero,CDMX,GUSTAVO A. MADERO,193,194,99.48
2016,Febrero,CDMX,IZTACALCO,228,247,92.31
2016,Febrero,CDMX,IZTAPALAPA,778,795,97.86
2016,Febrero,CDMX,MAGDALENA CONTRERAS,99,99,100
2016,Febrero,CDMX,MIGUEL HIDALGO,223,229,97.38
2016,Febrero,CDMX,MILPA ALTA,176,178,98.88
2016,Febrero,CDMX,TLAHUAC,285,291,97.94
2016,Febrero,CDMX,TLALPAN,605,605,100
2016,Febrero,CDMX,VENUSTIANO CARRANZA,274,274,100
