Año,Mes,Estado,Municipio,Dentro de Norma,Total de Determinaciones,% de Determinaciones dentro de norma 
2016,Julio,CHIAPAS,MAZATAN,6,6,100
2016,Julio,CHIAPAS,METAPA,4,4,100
2016,Julio,CHIAPAS,MONTECRISTO DE GUERRE,0,7,0
2016,Julio,CHIAPAS,MOTOZINTLA,16,18,88.89
2016,Julio,CHIAPAS,OCOSINGO,24,39,61.54
2016,Julio,CHIAPAS,OCOZOCOAUTLA DE ESPIN,0,12,0
2016,Julio,CHIAPAS,PALENQUE,13,26,50
2016,Julio,CHIAPAS,PANTEPEC,0,9,0
2016,Julio,CHIAPAS,PICHUCALCO,12,12,100
2016,Julio,CHIAPAS,PIJIJIAPAN,12,13,92.31
2016,Julio,CHIAPAS,PUEBLO NUE,2,2,100
2016,Julio,CHIAPAS,RAYON,4,4,100
2016,Julio,CHIAPAS,REFORMA,15,15,100
2016,Julio,CHIAPAS,SABANILLA,0,6,0
2016,Julio,CHIAPAS,SALTO DE AGUA,5,10,50
2016,Julio,CHIAPAS,SAN CRISTOBAL DE LAS,7,34,20.59
2016,Julio,CHIAPAS,SAN LUCAS,0,1,0
2016,Julio,CHIAPAS,SILTEPEC,3,3,100
2016,Julio,CHIAPAS,SITALA,0,2,0
2016,Julio,CHIAPAS,SOCOLTENANGO,5,5,100
2016,Julio,CHIAPAS,SOLOSUCHIAPA,2,7,28.57
2016,Julio,CHIAPAS,SUCHIATE,13,13,100
2016,Julio,CHIAPAS,SUNUAPA,1,1,100
2016,Julio,CHIAPAS,TAPACHULA,42,42,100
2016,Julio,CHIAPAS,TAPILULA,3,4,75
2016,Julio,CHIAPAS,TENEJAPA,0,2,0
2016,Julio,CHIAPAS,TONALA,7,12,58.33
2016,Julio,CHIAPAS,TUMBALA,0,3,0
2016,Julio,CHIAPAS,TUXTLA CHICO,7,7,100
2016,Julio,CHIAPAS,TUXTLA GUTIERREZ,61,64,95.31
2016,Julio,CHIAPAS,TUZANTAN,8,8,100
2016,Julio,CHIAPAS,TZIMOL,6,6,100
2016,Julio,CHIAPAS,UNION JUAREZ,6,6,100
2016,Julio,CHIAPAS,VILLA COMALTITLAN,9,9,100
2016,Julio,CHIAPAS,VILLA CORZO,0,10,0
2016,Julio,CHIAPAS,VILLAFLORES,0,29,0
2016,Julio,CHIAPAS,YAJALON,3,5,60
2016,Agosto,CHIAPAS,ACACOYAGUA,5,5,100
2016,Agosto,CHIAPAS,ACALA,0,5,0
2016,Agosto,CHIAPAS,ACAPETAHUA,4,4,100
2016,Agosto,CHIAPAS,ALDAMA,0,1,0
2016,Agosto,CHIAPAS,ALTAMIRANO,0,4,0
2016,Agosto,CHIAPAS,AMATAN,9,9,100
2016,Agosto,CHIAPAS,AMATENANGO DE LA FRON,5,5,100
2016,Agosto,CHIAPAS,ANGEL ALBINO CORZO,0,3,0
2016,Agosto,CHIAPAS,ARRIAGA,2,6,33.33
2016,Agosto,CHIAPAS,BEJUCAL DE OCAMPO,0,2,0
2016,Agosto,CHIAPAS,BELLA VISTA,4,4,100
2016,Agosto,CHIAPAS,BENEMERITO DE LAS AME,1,1,100
2016,Agosto,CHIAPAS,BERRIOZABAL,3,6,50
2016,Agosto,CHIAPAS,CACAHOATAN,10,10,100
2016,Agosto,CHIAPAS,CATAZAJA,4,6,66.67
2016,Agosto,CHIAPAS,CHAMULA,0,2,0
2016,Agosto,CHIAPAS,CHANAL,0,1,0
2016,Agosto,CHIAPAS,CHAPULTENANGO,1,1,100
2016,Agosto,CHIAPAS,CHIAPA DE CORZO,0,11,0
2016,Agosto,CHIAPAS,CHIAPILLA,0,2,0
2016,Agosto,CHIAPAS,CHICOASEN,0,1,0
2016,Agosto,CHIAPAS,CHICOMUSELO,7,7,100
2016,Agosto,CHIAPAS,CHILON,5,24,20.83
2016,Agosto,CHIAPAS,CINTALAPA,0,2,0
2016,Agosto,CHIAPAS,COAPILLA,0,5,0
2016,Agosto,CHIAPAS,COMITAN DE DOMINGUEZ,23,23,100
2016,Agosto,CHIAPAS,COPAINALA,0,7,0
2016,Agosto,CHIAPAS,EL BOSQUE,4,4,100
2016,Agosto,CHIAPAS,EL PORVENIR,3,3,100
2016,Agosto,CHIAPAS,ESCUINTLA,8,8,100
2016,Agosto,CHIAPAS,FRANCISCO LEON,0,1,0
2016,Agosto,CHIAPAS,FRONTERA COMALAPA,19,19,100
2016,Agosto,CHIAPAS,FRONTERA HIDALGO,9,9,100
2016,Agosto,CHIAPAS,HUEHUETAN,10,10,100
2016,Agosto,CHIAPAS,HUITIUPAN,1,1,100
2016,Agosto,CHIAPAS,HUIXTAN,0,5,0
2016,Agosto,CHIAPAS,HUIXTLA,8,8,100
2016,Agosto,CHIAPAS,IXHUATAN,5,6,83.33
2016,Agosto,CHIAPAS,IXTAPA,0,7,0
2016,Agosto,CHIAPAS,IXTAPANGAJOYA,2,2,100
2016,Agosto,CHIAPAS,JIQUIPILAS,1,16,6.25
2016,Agosto,CHIAPAS,LA CONCORDIA,0,10,0
2016,Agosto,CHIAPAS,LA GRANDEZA,3,3,100
2016,Agosto,CHIAPAS,LA INDEPENDENCIA,15,15,100
2016,Agosto,CHIAPAS,LA LIBERTAD,6,6,100
2016,Agosto,CHIAPAS,LA TRINITARIA,14,14,100
2016,Agosto,CHIAPAS,LARRAINZAR,0,2,0
2016,Agosto,CHIAPAS,LAS MARGARITAS,18,18,100
2016,Agosto,CHIAPAS,LAS ROSAS,8,11,72.73
2016,Agosto,CHIAPAS,MAPASTEPEC,9,9,100
2016,Agosto,CHIAPAS,MARAVILLA TENEJAPA,2,2,100
2016,Agosto,CHIAPAS,MAZAPA DE MADERO,3,3,100
2016,Agosto,CHIAPAS,MAZATAN,4,4,100
2016,Agosto,CHIAPAS,METAPA,4,4,100
2016,Agosto,CHIAPAS,MONTECRISTO DE GUERRE,0,6,0
2016,Agosto,CHIAPAS,MOTOZINTLA,12,13,92.31
2016,Agosto,CHIAPAS,NICOLAS RUIZ,0,1,0
2016,Agosto,CHIAPAS,OCOSINGO,15,26,57.69
2016,Agosto,CHIAPAS,OCOTEPEC,0,4,0
2016,Agosto,CHIAPAS,OCOZOCOAUTLA DE ESPIN,0,9,0
2016,Agosto,CHIAPAS,OSTUACAN,2,3,66.67
2016,Agosto,CHIAPAS,OSUMACINTA,0,1,0
2016,Agosto,CHIAPAS,OXCHUC,0,3,0
2016,Agosto,CHIAPAS,PALENQUE,14,18,77.78
2016,Agosto,CHIAPAS,PANTEPEC,3,9,33.33
2016,Agosto,CHIAPAS,PICHUCALCO,6,13,46.15
2016,Agosto,CHIAPAS,PIJIJIAPAN,6,7,85.71
2016,Agosto,CHIAPAS,PUEBLO NUE,1,1,100
2016,Agosto,CHIAPAS,RAYON,2,2,100
2016,Agosto,CHIAPAS,REFORMA,13,13,100
2016,Agosto,CHIAPAS,SABANILLA,0,3,0
2016,Agosto,CHIAPAS,SALTO DE AGUA,0,7,0
2016,Agosto,CHIAPAS,SAN CRISTOBAL DE LAS,18,28,64.29
2016,Agosto,CHIAPAS,SAN FERNANDO,1,11,9.09
2016,Agosto,CHIAPAS,SAN LUCAS,0,1,0
2016,Agosto,CHIAPAS,SILTEPEC,3,3,100
2016,Agosto,CHIAPAS,SITALA,0,2,0
2016,Agosto,CHIAPAS,SOCOLTENANGO,4,4,100
2016,Agosto,CHIAPAS,SOLOSUCHIAPA,3,5,60
2016,Agosto,CHIAPAS,SOYALO,0,3,0
2016,Agosto,CHIAPAS,SUCHIAPA,2,4,50
2016,Agosto,CHIAPAS,SUCHIATE,10,10,100
2016,Agosto,CHIAPAS,TAPACHULA,36,36,100
2016,Agosto,CHIAPAS,TAPALAPA,0,2,0
2016,Agosto,CHIAPAS,TAPILULA,0,5,0
2016,Agosto,CHIAPAS,TECPATAN,0,12,0
2016,Agosto,CHIAPAS,TENEJAPA,0,1,0
2016,Agosto,CHIAPAS,TEOPISCA,6,6,100
2016,Agosto,CHIAPAS,TONALA,9,12,75
2016,Agosto,CHIAPAS,TOTOLAPA,0,1,0
2016,Agosto,CHIAPAS,TUMBALA,0,2,0
2016,Agosto,CHIAPAS,TUXTLA CHICO,7,7,100
2016,Agosto,CHIAPAS,TUXTLA GUTIERREZ,61,61,100
2016,Agosto,CHIAPAS,TUZANTAN,8,8,100
2016,Agosto,CHIAPAS,TZIMOL,6,6,100
2016,Agosto,CHIAPAS,UNION JUAREZ,4,4,100
2016,Agosto,CHIAPAS,VENUSTIANO CARRANZA,0,9,0
2016,Agosto,CHIAPAS,VILLA COMALTITLAN,8,8,100
2016,Agosto,CHIAPAS,VILLA CORZO,0,6,0
2016,Agosto,CHIAPAS,VILLAFLORES,0,18,0
2016,Agosto,CHIAPAS,YAJALON,3,5,60
2016,Septiembre,CHIAPAS,ACACOYAGUA,5,5,100
2016,Septiembre,CHIAPAS,ACALA,0,6,0
2016,Septiembre,CHIAPAS,ACAPETAHUA,3,3,100
2016,Septiembre,CHIAPAS,ALTAMIRANO,0,5,0
2016,Septiembre,CHIAPAS,AMATAN,3,3,100
2016,Septiembre,CHIAPAS,AMATENANGO DE LA FRON,4,4,100
2016,Septiembre,CHIAPAS,ANGEL ALBINO CORZO,0,3,0
2016,Septiembre,CHIAPAS,ARRIAGA,4,5,80
2016,Septiembre,CHIAPAS,BEJUCAL DE OCAMPO,0,1,0
2016,Septiembre,CHIAPAS,BELLA VISTA,5,5,100
2016,Septiembre,CHIAPAS,BENEMERITO DE LAS AME,1,1,100
2016,Septiembre,CHIAPAS,BERRIOZABAL,5,7,71.43
2016,Septiembre,CHIAPAS,BOCHIL,2,2,100
2016,Septiembre,CHIAPAS,CACAHOATAN,7,7,100
2016,Septiembre,CHIAPAS,CATAZAJA,3,6,50
2016,Septiembre,CHIAPAS,CHAMULA,0,3,0
2016,Septiembre,CHIAPAS,CHANAL,0,1,0
2016,Septiembre,CHIAPAS,CHAPULTENANGO,0,1,0
2016,Septiembre,CHIAPAS,CHENALHO,0,3,0
2016,Septiembre,CHIAPAS,CHIAPA DE CORZO,0,10,0
2016,Septiembre,CHIAPAS,CHIAPILLA,1,1,100
2016,Septiembre,CHIAPAS,CHICOMUSELO,7,7,100
2016,Septiembre,CHIAPAS,CHILON,2,23,8.7
2016,Septiembre,CHIAPAS,CINTALAPA,6,9,66.67
2016,Septiembre,CHIAPAS,COMITAN DE DOMINGUEZ,20,20,100
2016,Septiembre,CHIAPAS,EL BOSQUE,2,2,100
2016,Septiembre,CHIAPAS,EL PORVENIR,2,2,100
2016,Septiembre,CHIAPAS,ESCUINTLA,8,8,100
2016,Septiembre,CHIAPAS,FRONTERA COMALAPA,14,14,100
2016,Septiembre,CHIAPAS,FRONTERA HIDALGO,8,8,100
2016,Septiembre,CHIAPAS,HUEHUETAN,8,8,100
2016,Septiembre,CHIAPAS,HUIXTAN,0,2,0
2016,Septiembre,CHIAPAS,HUIXTLA,8,8,100
2016,Septiembre,CHIAPAS,IXHUATAN,1,1,100
2016,Septiembre,CHIAPAS,IXTACOMITAN,3,4,75
2016,Septiembre,CHIAPAS,IXTAPA,0,5,0
2016,Septiembre,CHIAPAS,IXTAPANGAJOYA,1,1,100
2016,Septiembre,CHIAPAS,JIQUIPILAS,2,13,15.38
2016,Septiembre,CHIAPAS,JUAREZ,3,3,100
2016,Septiembre,CHIAPAS,LA CONCORDIA,0,10,0
2016,Septiembre,CHIAPAS,LA GRANDEZA,1,1,100
2016,Septiembre,CHIAPAS,LA INDEPENDENCIA,16,16,100
2016,Septiembre,CHIAPAS,LA LIBERTAD,4,5,80
2016,Septiembre,CHIAPAS,LA TRINITARIA,21,21,100
2016,Septiembre,CHIAPAS,LARRAINZAR,0,1,0
2016,Septiembre,CHIAPAS,LAS MARGARITAS,17,17,100
2016,Septiembre,CHIAPAS,LAS ROSAS,11,11,100
2016,Septiembre,CHIAPAS,MAPASTEPEC,10,10,100
2016,Septiembre,CHIAPAS,MARAVILLA TENEJAPA,2,2,100
2016,Septiembre,CHIAPAS,MARQUES DE COMILLAS,0,1,0
2016,Septiembre,CHIAPAS,MAZAPA DE MADERO,3,3,100
2016,Septiembre,CHIAPAS,MAZATAN,5,5,100
2016,Septiembre,CHIAPAS,METAPA,3,3,100
2016,Septiembre,CHIAPAS,MITONTIC,0,1,0
2016,Septiembre,CHIAPAS,MONTECRISTO DE GUERRE,0,7,0
2016,Septiembre,CHIAPAS,MOTOZINTLA,16,16,100
2016,Septiembre,CHIAPAS,OCOSINGO,22,31,70.97
2016,Septiembre,CHIAPAS,OCOZOCOAUTLA DE ESPIN,2,5,40
2016,Septiembre,CHIAPAS,OSTUACAN,2,5,40
2016,Septiembre,CHIAPAS,PALENQUE,14,20,70
2016,Septiembre,CHIAPAS,PANTEPEC,0,3,0
2016,Septiembre,CHIAPAS,PICHUCALCO,3,11,27.27
2016,Septiembre,CHIAPAS,PIJIJIAPAN,6,10,60
2016,Septiembre,CHIAPAS,PUEBLO NUE,1,1,100
2016,Septiembre,CHIAPAS,RAYON,1,1,100
2016,Septiembre,CHIAPAS,REFORMA,7,7,100
2016,Septiembre,CHIAPAS,SABANILLA,0,3,0
2016,Septiembre,CHIAPAS,SALTO DE AGUA,4,8,50
2016,Septiembre,CHIAPAS,SAN CRISTOBAL DE LAS,19,20,95
2016,Septiembre,CHIAPAS,SAN JUAN CANCUC,0,4,0
2016,Septiembre,CHIAPAS,SAN LUCAS,1,1,100
2016,Septiembre,CHIAPAS,SILTEPEC,3,3,100
2016,Septiembre,CHIAPAS,SIMOJOVEL,0,1,0
2016,Septiembre,CHIAPAS,SITALA,0,2,0
2016,Septiembre,CHIAPAS,SOCOLTENANGO,4,4,100
2016,Septiembre,CHIAPAS,SOLOSUCHIAPA,1,1,100
2016,Septiembre,CHIAPAS,SOYALO,0,3,0
2016,Septiembre,CHIAPAS,SUCHIAPA,1,3,33.33
2016,Septiembre,CHIAPAS,SUCHIATE,13,13,100
2016,Septiembre,CHIAPAS,TAPACHULA,37,37,100
2016,Septiembre,CHIAPAS,TAPILULA,3,3,100
2016,Septiembre,CHIAPAS,TENEJAPA,0,4,0
2016,Septiembre,CHIAPAS,TEOPISCA,7,7,100
2016,Septiembre,CHIAPAS,TONALA,4,7,57.14
2016,Septiembre,CHIAPAS,TOTOLAPA,1,1,100
2016,Septiembre,CHIAPAS,TUMBALA,0,3,0
2016,Septiembre,CHIAPAS,TUXTLA CHICO,5,5,100
2016,Septiembre,CHIAPAS,TUXTLA GUTIERREZ,31,34,91.18
2016,Septiembre,CHIAPAS,TUZANTAN,7,7,100
2016,Septiembre,CHIAPAS,TZIMOL,6,6,100
2016,Septiembre,CHIAPAS,UNION JUAREZ,5,5,100
2016,Septiembre,CHIAPAS,VENUSTIANO CARRANZA,2,8,25
2016,Septiembre,CHIAPAS,VILLA COMALTITLAN,6,6,100
2016,Septiembre,CHIAPAS,VILLA CORZO,0,8,0
2016,Septiembre,CHIAPAS,VILLAFLORES,0,22,0
2016,Septiembre,CHIAPAS,YAJALON,3,5,60
2016,Septiembre,CHIAPAS,ZINACANTAN,0,3,0
2016,Octubre,CHIAPAS,ACACOYAGUA,5,5,100
2016,Octubre,CHIAPAS,ACALA,0,6,0
2016,Octubre,CHIAPAS,ACAPETAHUA,4,4,100
2016,Octubre,CHIAPAS,ALTAMIRANO,3,4,75
2016,Octubre,CHIAPAS,AMATENANGO DE LA FRON,4,4,100
2016,Octubre,CHIAPAS,ANGEL ALBINO CORZO,0,1,0
2016,Octubre,CHIAPAS,ARRIAGA,4,6,66.67
2016,Octubre,CHIAPAS,BEJUCAL DE OCAMPO,0,2,0
2016,Octubre,CHIAPAS,BELLA VISTA,5,5,100
2016,Octubre,CHIAPAS,BERRIOZABAL,3,7,42.86
2016,Octubre,CHIAPAS,BOCHIL,1,1,100
2016,Octubre,CHIAPAS,CACAHOATAN,10,10,100
2016,Octubre,CHIAPAS,CATAZAJA,7,9,77.78
2016,Octubre,CHIAPAS,CHALCHIHUITAN,0,2,0
2016,Octubre,CHIAPAS,CHAMULA,0,2,0
2016,Octubre,CHIAPAS,CHAPULTENANGO,1,1,100
2016,Octubre,CHIAPAS,CHIAPA DE CORZO,1,10,10
2016,Octubre,CHIAPAS,CHICOASEN,0,1,0
2016,Octubre,CHIAPAS,CHICOMUSELO,6,6,100
2016,Octubre,CHIAPAS,CHILON,8,29,27.59
2016,Octubre,CHIAPAS,CINTALAPA,3,11,27.27
2016,Octubre,CHIAPAS,COAPILLA,1,3,33.33
2016,Octubre,CHIAPAS,COMITAN DE DOMINGUEZ,18,18,100
2016,Octubre,CHIAPAS,COPAINALA,0,4,0
2016,Octubre,CHIAPAS,EL BOSQUE,0,1,0
2016,Octubre,CHIAPAS,EL PORVENIR,1,1,100
2016,Octubre,CHIAPAS,ESCUINTLA,8,8,100
2016,Octubre,CHIAPAS,FRONTERA COMALAPA,25,25,100
2016,Octubre,CHIAPAS,FRONTERA HIDALGO,7,7,100
2016,Octubre,CHIAPAS,HUEHUETAN,8,8,100
2016,Octubre,CHIAPAS,HUITIUPAN,1,1,100
2016,Octubre,CHIAPAS,HUIXTLA,10,10,100
2016,Octubre,CHIAPAS,IXHUATAN,2,3,66.67
2016,Octubre,CHIAPAS,IXTACOMITAN,1,1,100
2016,Octubre,CHIAPAS,IXTAPA,0,5,0
2016,Octubre,CHIAPAS,IXTAPANGAJOYA,4,4,100
2016,Octubre,CHIAPAS,JIQUIPILAS,0,12,0
2016,Octubre,CHIAPAS,JITOTOL,1,1,100
2016,Octubre,CHIAPAS,LA CONCORDIA,0,1,0
2016,Octubre,CHIAPAS,LA GRANDEZA,3,3,100
2016,Octubre,CHIAPAS,LA INDEPENDENCIA,16,16,100
2016,Octubre,CHIAPAS,LA LIBERTAD,8,10,80
2016,Octubre,CHIAPAS,LA TRINITARIA,17,17,100
2016,Octubre,CHIAPAS,LAS MARGARITAS,15,15,100
2016,Octubre,CHIAPAS,LAS ROSAS,11,13,84.62
2016,Octubre,CHIAPAS,MAPASTEPEC,18,18,100
2016,Octubre,CHIAPAS,MARAVILLA TENEJAPA,2,2,100
2016,Octubre,CHIAPAS,MARQUES DE COMILLAS,0,1,0
2016,Octubre,CHIAPAS,MAZAPA DE MADERO,0,1,0
2016,Octubre,CHIAPAS,MAZATAN,6,6,100
2016,Octubre,CHIAPAS,METAPA,3,3,100
2016,Octubre,CHIAPAS,MITONTIC,0,1,0
2016,Octubre,CHIAPAS,MONTECRISTO DE GUERRE,0,6,0
2016,Octubre,CHIAPAS,MOTOZINTLA,17,17,100
2016,Octubre,CHIAPAS,OCOSINGO,19,31,61.29
2016,Octubre,CHIAPAS,OCOTEPEC,1,2,50
2016,Octubre,CHIAPAS,OCOZOCOAUTLA DE ESPIN,0,8,0
2016,Octubre,CHIAPAS,OSTUACAN,1,1,100
2016,Octubre,CHIAPAS,PALENQUE,12,19,63.16
2016,Octubre,CHIAPAS,PANTEPEC,3,11,27.27
2016,Octubre,CHIAPAS,PICHUCALCO,2,15,13.33
2016,Octubre,CHIAPAS,PUEBLO NUE,1,1,100
2016,Octubre,CHIAPAS,RAYON,2,3,66.67
2016,Octubre,CHIAPAS,REFORMA,14,14,100
2016,Octubre,CHIAPAS,SABANILLA,0,4,0
2016,Octubre,CHIAPAS,SALTO DE AGUA,3,9,33.33
2016,Octubre,CHIAPAS,SAN CRISTOBAL DE LAS,11,23,47.83
2016,Octubre,CHIAPAS,SAN FERNANDO,4,7,57.14
2016,Octubre,CHIAPAS,SILTEPEC,3,3,100
2016,Octubre,CHIAPAS,SITALA,1,1,100
2016,Octubre,CHIAPAS,SOCOLTENANGO,5,5,100
2016,Octubre,CHIAPAS,SOLOSUCHIAPA,3,6,50
2016,Octubre,CHIAPAS,SOYALO,0,2,0
2016,Octubre,CHIAPAS,SUCHIAPA,1,2,50
2016,Octubre,CHIAPAS,SUCHIATE,8,8,100
2016,Octubre,CHIAPAS,TAPACHULA,35,35,100
2016,Octubre,CHIAPAS,TAPALAPA,0,1,0
2016,Octubre,CHIAPAS,TAPILULA,5,5,100
2016,Octubre,CHIAPAS,TECPATAN,0,3,0
2016,Octubre,CHIAPAS,TENEJAPA,0,2,0
2016,Octubre,CHIAPAS,TEOPISCA,4,6,66.67
2016,Octubre,CHIAPAS,TONALA,11,17,64.71
2016,Octubre,CHIAPAS,TUMBALA,0,3,0
2016,Octubre,CHIAPAS,TUXTLA CHICO,5,5,100
2016,Octubre,CHIAPAS,TUXTLA GUTIERREZ,33,37,89.19
2016,Octubre,CHIAPAS,TUZANTAN,8,8,100
2016,Octubre,CHIAPAS,TZIMOL,6,6,100
2016,Octubre,CHIAPAS,UNION JUAREZ,5,5,100
2016,Octubre,CHIAPAS,VILLA COMALTITLAN,8,8,100
2016,Octubre,CHIAPAS,VILLA CORZO,0,9,0
2016,Octubre,CHIAPAS,VILLAFLORES,0,16,0
2016,Octubre,CHIAPAS,YAJALON,3,3,100
2016,Noviembre,CHIAPAS,ACACOYAGUA,4,4,100
2016,Noviembre,CHIAPAS,ACALA,0,3,0
2016,Noviembre,CHIAPAS,ACAPETAHUA,5,5,100
2016,Noviembre,CHIAPAS,ALTAMIRANO,4,5,80
2016,Noviembre,CHIAPAS,AMATAN,5,5,100
2016,Noviembre,CHIAPAS,AMATENANGO DE LA FRON,5,7,71.43
2016,Noviembre,CHIAPAS,ANGEL ALBINO CORZO,0,1,0
2016,Noviembre,CHIAPAS,ARRIAGA,1,6,16.67
2016,Noviembre,CHIAPAS,BEJUCAL DE OCAMPO,0,3,0
2016,Noviembre,CHIAPAS,BELLA VISTA,5,5,100
2016,Noviembre,CHIAPAS,BENEMERITO DE LAS AME,1,2,50
2016,Noviembre,CHIAPAS,BERRIOZABAL,3,6,50
2016,Noviembre,CHIAPAS,BOCHIL,2,5,40
2016,Noviembre,CHIAPAS,CACAHOATAN,8,8,100
2016,Noviembre,CHIAPAS,CATAZAJA,6,13,46.15
2016,Noviembre,CHIAPAS,CHAMULA,0,1,0
2016,Noviembre,CHIAPAS,CHAPULTENANGO,0,2,0
2016,Noviembre,CHIAPAS,CHIAPA DE CORZO,2,14,14.29
2016,Noviembre,CHIAPAS,CHIAPILLA,2,2,100
2016,Noviembre,CHIAPAS,CHICOMUSELO,10,10,100
2016,Noviembre,CHIAPAS,CHILON,12,35,34.29
2016,Noviembre,CHIAPAS,CINTALAPA,5,12,41.67
2016,Noviembre,CHIAPAS,COAPILLA,0,2,0
2016,Noviembre,CHIAPAS,COMITAN DE DOMINGUEZ,25,25,100
2016,Noviembre,CHIAPAS,COPAINALA,0,5,0
2016,Noviembre,CHIAPAS,EL BOSQUE,3,3,100
2016,Noviembre,CHIAPAS,EL PORVENIR,3,3,100
2016,Noviembre,CHIAPAS,ESCUINTLA,6,6,100
2016,Noviembre,CHIAPAS,FRONTERA COMALAPA,30,30,100
2016,Noviembre,CHIAPAS,FRONTERA HIDALGO,9,9,100
2016,Noviembre,CHIAPAS,HUEHUETAN,10,10,100
2016,Noviembre,CHIAPAS,HUIXTLA,7,7,100
2016,Noviembre,CHIAPAS,IXHUATAN,1,4,25
2016,Noviembre,CHIAPAS,IXTAPA,0,5,0
2016,Noviembre,CHIAPAS,IXTAPANGAJOYA,3,3,100
2016,Noviembre,CHIAPAS,JIQUIPILAS,3,10,30
2016,Noviembre,CHIAPAS,LA CONCORDIA,5,15,33.33
2016,Noviembre,CHIAPAS,LA GRANDEZA,3,3,100
2016,Noviembre,CHIAPAS,LA INDEPENDENCIA,16,16,100
2016,Noviembre,CHIAPAS,LA LIBERTAD,5,9,55.56
2016,Noviembre,CHIAPAS,LA TRINITARIA,18,18,100
2016,Noviembre,CHIAPAS,LAS MARGARITAS,18,18,100
2016,Noviembre,CHIAPAS,LAS ROSAS,8,8,100
2016,Noviembre,CHIAPAS,MAPASTEPEC,10,10,100
2016,Noviembre,CHIAPAS,MARAVILLA TENEJAPA,2,2,100
2016,Noviembre,CHIAPAS,MARQUES DE COMILLAS,0,1,0
2016,Noviembre,CHIAPAS,MAZAPA DE MADERO,0,3,0
2016,Noviembre,CHIAPAS,MAZATAN,11,11,100
2016,Noviembre,CHIAPAS,METAPA,4,4,100
2016,Noviembre,CHIAPAS,MONTECRISTO DE GUERRE,0,6,0
2016,Noviembre,CHIAPAS,MOTOZINTLA,14,16,87.5
2016,Noviembre,CHIAPAS,NICOLAS RUIZ,0,1,0
2016,Noviembre,CHIAPAS,OCOSINGO,18,33,54.55
2016,Noviembre,CHIAPAS,OCOTEPEC,0,4,0
2016,Noviembre,CHIAPAS,OCOZOCOAUTLA DE ESPIN,0,5,0
2016,Noviembre,CHIAPAS,OSTUACAN,4,4,100
2016,Noviembre,CHIAPAS,OSUMACINTA,0,2,0
2016,Noviembre,CHIAPAS,PALENQUE,29,44,65.91
2016,Noviembre,CHIAPAS,PANTEPEC,2,10,20
2016,Noviembre,CHIAPAS,PICHUCALCO,1,11,9.09
2016,Noviembre,CHIAPAS,PIJIJIAPAN,3,8,37.5
2016,Noviembre,CHIAPAS,RAYON,3,3,100
2016,Noviembre,CHIAPAS,REFORMA,13,13,100
2016,Noviembre,CHIAPAS,SABANILLA,0,11,0
2016,Noviembre,CHIAPAS,SALTO DE AGUA,10,19,52.63
2016,Noviembre,CHIAPAS,SAN CRISTOBAL DE LAS,25,34,73.53
2016,Noviembre,CHIAPAS,SAN FERNANDO,0,6,0
2016,Noviembre,CHIAPAS,SAN LUCAS,1,1,100
2016,Noviembre,CHIAPAS,SILTEPEC,1,1,100
2016,Noviembre,CHIAPAS,SITALA,1,2,50
2016,Noviembre,CHIAPAS,SOCOLTENANGO,5,5,100
2016,Noviembre,CHIAPAS,SOLOSUCHIAPA,2,6,33.33
2016,Noviembre,CHIAPAS,SOYALO,0,2,0
2016,Noviembre,CHIAPAS,SUCHIAPA,1,2,50
2016,Noviembre,CHIAPAS,SUCHIATE,8,8,100
2016,Noviembre,CHIAPAS,SUNUAPA,5,7,71.43
2016,Noviembre,CHIAPAS,TAPACHULA,36,36,100
2016,Noviembre,CHIAPAS,TAPILULA,6,6,100
2016,Noviembre,CHIAPAS,TECPATAN,0,5,0
2016,Noviembre,CHIAPAS,TENEJAPA,0,3,0
2016,Noviembre,CHIAPAS,TONALA,10,18,55.56
2016,Noviembre,CHIAPAS,TOTOLAPA,1,1,100
2016,Noviembre,CHIAPAS,TUMBALA,0,7,0
2016,Noviembre,CHIAPAS,TUXTLA CHICO,6,6,100
2016,Noviembre,CHIAPAS,TUXTLA GUTIERREZ,39,39,100
2016,Noviembre,CHIAPAS,TUZANTAN,7,7,100
2016,Noviembre,CHIAPAS,TZIMOL,6,6,100
2016,Noviembre,CHIAPAS,UNION JUAREZ,3,3,100
2016,Noviembre,CHIAPAS,VENUSTIANO CARRANZA,0,10,0
2016,Noviembre,CHIAPAS,VILLA COMALTITLAN,7,7,100
2016,Noviembre,CHIAPAS,VILLA CORZO,0,8,0
2016,Noviembre,CHIAPAS,VILLAFLORES,2,23,8.7
2016,Noviembre,CHIAPAS,YAJALON,6,10,60
2016,Noviembre,CHIAPAS,ZINACANTAN,0,2,0
2016,Diciembre,CHIAPAS,ACACOYAGUA,4,4,100
2016,Diciembre,CHIAPAS,ACAPETAHUA,5,5,100
2016,Diciembre,CHIAPAS,ALTAMIRANO,3,4,75
2016,Diciembre,CHIAPAS,AMATENANGO DE LA FRON,4,4,100
2016,Diciembre,CHIAPAS,ANGEL ALBINO CORZO,0,3,0
2016,Diciembre,CHIAPAS,ARRIAGA,5,5,100
2016,Diciembre,CHIAPAS,BEJUCAL DE OCAMPO,3,3,100
2016,Diciembre,CHIAPAS,BELLA VISTA,4,4,100
2016,Diciembre,CHIAPAS,BENEMERITO DE LAS AME,1,1,100
2016,Diciembre,CHIAPAS,CACAHOATAN,9,9,100
